time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1.42,1,1,1,0,143,100,0,143,60,40,False,False
1,1.42,1,1,1,32.79968,143,110.3134,40.14267,143,71.34145,38.97192,False,False
2,1.42,1,1,1,29.91989,143,118.9426,39.99985,143,82.69476,36.24786,False,False
3,1.42,1,1,1,29.91989,143,127.4199,40.14404,143,94.04887,33.37104,False,False
4,1.42,1,1,1,29.91852,143,135.8969,39.99985,143,105.4022,30.49466,False,False
5,1.42,1,1,1.301786,29.91852,143,144.3738,38.19946,143,116.529,27.84476,False,False
6,1.42,1,1,1.406606,29.91852,143,152.8507,35.39108,143,127.0074,25.84328,False,False
7,1.42,1.075303,1,1.447581,29.91852,143,161.3276,30.06409,143,136.0526,25.27499,False,False
8,1.42,1.324377,1,1.467851,29.91852,143,169.8045,29.91852,143,144.5497,25.25478,False,False
9,1.42,1.421381,1,1.479117,29.91852,143,178.2814,30.06409,143,153.0477,25.23375,False,False
10,1,1.43804,1,1.485863,31.36047,143,186.8024,31.36047,143,161.5848,25.21758,False,False
11,1,1.44661,1,1.490124,38.70483,143,196.7484,35.53528,143,171.324,25.42442,False,False
12,1,1.203497,1,1.490827,40.07263,143,208.0477,36.54327,143,181.5995,26.44817,False,False
13,1,1.252947,1,1.490727,39.92706,143,219.3806,37.55127,143,192.1431,27.23746,False,False
14,1,1.267961,1,1.490827,40.07263,143,230.7143,38.55927,143,202.8932,27.82104,False,False
15,1,1.266337,1,1.490727,39.92706,143,242.0472,38.77625,143,213.766,28.28114,False,False
16,1,1.256169,1,1.490827,40.07263,143,253.3809,38.99048,143,224.7572,28.62366,False,False
17,1,1.239675,1,1.490727,39.92981,143,264.7141,39.20746,143,235.8316,28.88248,False,False
18,1,1.234467,1,1.490827,40.07263,143,276.0481,39.42444,143,246.9715,29.07658,False,False
19,1,1.248309,1,1.490727,39.92981,143,287.3814,39.63867,143,258.1683,29.21307,False,False
20,1,1.260846,1,1.490124,40.07263,143,298.7155,39.85291,143,269.3955,29.32001,False,False
21,1,1.272289,1,1.487877,39.92981,143,310.0488,39.28162,143,280.6399,29.40887,False,False
22,1,1.2828,1,1.485863,40.07263,143,321.3828,39.49585,143,291.9059,29.47696,False,False
23,1.370091,1.197035,1,1.482828,39.92981,143,332.692,39.85291,143,303.1822,29.50983,False,False
24,1.316753,1,1,1.479934,40.07263,143,344.0261,40.00122,143,314.4953,29.53082,False,False
25,1.27118,1,1,1.473978,39.92981,143,355.3594,39.85291,143,325.8075,29.55185,False,False
26,1.22869,1,1,1.469251,40.07263,143,366.6935,40.00122,143,337.1206,29.57285,False,False
27,1.188214,1,1,1.458773,39.92981,143,378.0267,39.85291,143,348.4329,29.59387,False,False
28,1.149413,1,1,1.450195,40.07263,143,389.3608,40.00122,143,359.7459,29.61487,False,False
29,1.112184,1,1,1.43027,39.92981,143,400.6941,39.85291,143,371.0582,29.63589,False,False
30,1.07651,1,1,1.412228,40.07263,143,412.0282,40.00122,143,382.3713,29.65689,False,False
31,1.042402,1,1,1.368546,39.92981,143,423.3615,39.85291,143,393.6835,29.67792,False,False
32,1.009875,1,1,1.318466,40.07263,143,434.6955,40.00122,143,404.9966,29.69891,False,False
33,1,1,1,1.17159,39.92981,143,446.0288,39.85291,143,416.3089,29.71994,False,False
34,1,1,1,1,40.07263,143,457.3629,40.00122,143,427.6219,29.74094,False,False
35,1,1,1,1,39.92981,143,468.6962,39.85291,143,438.9342,29.76196,False,False
36,1,1,1,1,40.07263,143,480.0302,40.00122,143,450.2473,29.78296,False,False
37,1,1,1,1,39.92981,143,491.3635,39.85291,143,461.5595,29.80399,False,False
38,1,1,1,1,40.07263,143,502.6976,40.00122,143,472.8726,29.82498,False,False
39,1,1,1,1,39.92432,143,514.0306,39.85291,143,484.1849,29.8457,False,False
40,1,1,1,1,40.06714,143,525.3631,40.00122,143,495.498,29.86514,False,False
41,1,1,1,1,39.92432,143,536.6948,39.85291,143,506.8102,29.88461,False,False
42,1,1,1,1,40.06714,143,548.0273,40.00122,143,518.1237,29.90363,False,False
43,1,1,1,1,39.92432,143,559.3591,39.8584,143,529.4368,29.9223,False,False
44,1,1,1,1,40.06714,143,570.6916,40.00122,143,540.7506,29.94098,False,False
45,1,1,1,1,39.92432,143,582.0233,39.8584,143,552.0637,29.95966,False,False
46,1,1,1,1,40.06714,143,593.3558,40.00122,143,563.3775,29.97833,False,False
47,1,1,1,1,39.92432,143,604.6876,39.8584,143,574.6906,29.99701,False,False
48,1,1,1,1,40.06714,143,616.0201,40.00122,143,586.0044,30.01569,False,False
