time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1.42,1,1,1,0,143,100,0,143,60,40,False,False
1,1.42,1,1,1,32.79968,143,110.3134,40.14267,143,71.34145,38.97192,False,False
2,1.42,1,1,1,29.91989,143,118.9426,39.99985,143,82.69476,36.24786,False,False
3,1.42,1,1,1,29.91989,143,127.4199,40.14404,143,94.04887,33.37104,False,False
4,1.42,1,1,1,29.91852,143,135.8969,39.99985,143,105.4022,30.49466,False,False
5,1.42,1,1,1.327342,29.91852,143,144.3738,38.19946,143,116.529,27.84476,False,False
6,1.42,1,1,1.427467,29.91852,143,152.8507,33.95187,143,126.8994,25.9513,False,False
7,1.42,1.055262,1,1.462513,29.91852,143,161.3276,30.06409,143,135.6886,25.63904,False,False
8,1.42,1.310134,1,1.478489,29.91852,143,169.8045,29.91852,143,144.1857,25.61882,False,False
9,1.42,1.413244,1,1.486799,29.91852,143,178.2814,30.06409,143,152.6836,25.59779,False,False
10,1,1.430813,1,1.491501,31.36047,143,186.8024,31.36047,143,161.2208,25.58162,False,False
11,1,1.44057,1,1.494327,38.70483,143,196.7484,36.32629,143,171.0084,25.74007,False,False
12,1,1.196189,1,1.494779,40.07263,143,208.0477,37.33154,143,181.3587,26.68901,False,False
13,1,1.243598,1,1.494721,39.92706,143,219.3806,37.55127,143,191.9461,27.43452,False,False
14,1,1.256023,1,1.494779,40.07263,143,230.7143,38.55927,143,202.7136,28.00067,False,False
15,1,1.253937,1,1.494721,39.92706,143,242.0472,38.77625,143,213.6304,28.41675,False,False
16,1,1.243635,1,1.494779,40.07263,143,253.3809,38.99048,143,224.6568,28.72411,False,False
17,1,1.225464,1,1.494721,39.92981,143,264.7141,39.20746,143,235.7487,28.9653,False,False
18,1,1.234467,1,1.494779,40.07263,143,276.0481,39.42444,143,246.9151,29.13298,False,False
19,1,1.248309,1,1.494721,39.92981,143,287.3814,39.63867,143,258.1207,29.26071,False,False
20,1,1.260846,1,1.493826,40.07263,143,298.7155,39.85291,143,269.3567,29.35883,False,False
21,1,1.272289,1,1.492228,39.92981,143,310.0488,40.07263,143,280.6143,29.43448,False,False
22,1,1.2828,1,1.490686,40.07263,143,321.3828,40.00122,143,291.8903,29.49258,False,False
23,1.360591,1.161612,1,1.488458,39.92981,143,332.692,39.85291,143,303.1785,29.51349,False,False
24,1.309305,1,1,1.486057,40.07263,143,344.0261,40.00122,143,314.4916,29.53448,False,False
25,1.264354,1,1,1.481406,39.92981,143,355.3594,39.85291,143,325.8039,29.55551,False,False
26,1.22222,1,1,1.477127,40.07263,143,366.6935,40.00122,143,337.1169,29.57651,False,False
27,1.182021,1,1,1.468294,39.92981,143,378.0267,39.85291,143,348.4292,29.59753,False,False
28,1.14347,1,1,1.459747,40.07263,143,389.3608,40.00122,143,359.7423,29.61853,False,False
29,1.106485,1,1,1.441114,39.92981,143,400.6941,39.85291,143,371.0545,29.63956,False,False
30,1.071056,1,1,1.42081,40.07263,143,412.0282,40.00122,143,382.3676,29.66055,False,False
31,1.037194,1,1,1.372979,39.92981,143,423.3615,39.85291,143,393.6799,29.68158,False,False
32,1.004917,1,1,1.303312,40.07263,143,434.6955,40.00122,143,404.993,29.70258,False,False
33,1,1,1,1,39.92981,143,446.0288,39.85291,143,416.3052,29.7236,False,False
34,1,1,1,1,40.07263,143,457.3629,40.00122,143,427.6183,29.7446,False,False
35,1,1,1,1,39.92981,143,468.6962,39.85291,143,438.9305,29.76563,False,False
36,1,1,1,1,40.07263,143,480.0302,40.00122,143,450.2436,29.78662,False,False
37,1,1,1,1,39.92981,143,491.3635,39.85291,143,461.5559,29.80765,False,False
38,1,1,1,1,40.07263,143,502.6976,40.00122,143,472.869,29.82864,False,False
39,1,1,1,1,39.92432,143,514.0306,39.85291,143,484.1812,29.84937,False,False
40,1,1,1,1,40.06714,143,525.3631,40.00122,143,495.4943,29.8688,False,False
41,1,1,1,1,39.92432,143,536.6948,39.85291,143,506.8065,29.88828,False,False
42,1,1,1,1,40.06714,143,548.0273,40.00122,143,518.1201,29.90729,False,False
43,1,1,1,1,39.92432,143,559.3591,39.8584,143,529.4331,29.92596,False,False
44,1,1,1,1,40.06714,143,570.6916,40.00122,143,540.7469,29.94464,False,False
45,1,1,1,1,39.92432,143,582.0233,39.8584,143,552.06,29.96332,False,False
46,1,1,1,1,40.06714,143,593.3558,40.00122,143,563.3738,29.98199,False,False
47,1,1,1,1,39.92432,143,604.6876,39.8584,143,574.6869,30.00067,False,False
48,1,1,1,1,40.06714,143,616.0201,40.00122,143,586.0007,30.01935,False,False
49,1,1,1,1,39.92432,143,627.3518,39.8584,143,597.3138,30.03802,False,False
50,1,1,1,1,40.06714,143,638.6843,40.00122,143,608.6276,30.0567,False,False
51,1,1,1,1,39.92432,143,650.0161,39.8584,143,619.9407,30.07538,False,False
52,1,1,1,1,40.06714,143,661.3486,40.00122,143,631.2545,30.09406,False,False
53,1,1,1,1,39.92432,143,672.6803,39.8584,143,642.5676,30.11273,False,False
54,1,1,1,1,40.06714,143,684.0128,40.00122,143,653.8814,30.13141,False,False
55,1,1,1,1,39.92432,143,695.3445,39.8584,143,665.1945,30.15009,False,False
56,1,1,1,1,40.06714,143,706.6771,40.00122,143,676.5083,30.16876,False,False
57,1,1,1,1,39.92432,143,718.0088,39.8584,143,687.8214,30.18744,False,False
58,1,1,1,1,40.06714,143,729.3413,40.00122,143,699.1352,30.20612,False,False
59,1,1,1,1,39.92432,143,740.673,39.8584,143,710.4482,30.22479,False,False
60,1,1,1,1,40.06714,143,752.0056,40.00122,143,721.7621,30.24347,False,False
61,1,1,1,1,39.92432,143,763.3373,39.8584,143,733.0751,30.26215,False,False
62,1,1,1,1,40.06714,143,774.6698,40.00122,143,744.389,30.28082,False,False
63,1,1,1,1,39.92432,143,786.0015,39.8584,143,755.702,30.2995,False,False
64,1,1,1,1,40.06714,143,797.334,40.00122,143,767.0159,30.31818,False,False
65,1,1,1,1,39.92432,143,808.6658,39.8584,143,778.3289,30.33685,False,False
66,1,1,1,1,40.06714,143,819.9983,40.00122,143,789.6428,30.35553,False,False
67,1,1,1,1,39.92432,143,831.33,39.8584,143,800.9558,30.37421,False,False
68,1,1,1,1,40.06714,143,842.6625,40.00122,143,812.2697,30.39288,False,False
69,1,1,1,1,39.92432,143,853.9943,39.8584,143,823.5827,30.41156,False,False
70,1,1,1,1,40.06714,143,865.3268,40.00122,143,834.8965,30.43024,False,False
71,1,1,1,1,39.92432,143,876.6585,39.8584,143,846.2096,30.44891,False,False
72,1,1,1,1,40.06714,143,887.991,40.00122,143,857.5234,30.46759,False,False
73,1,1,1,1,39.92432,143,899.3228,39.8584,143,868.8365,30.48627,False,False
74,1,1,1,1,40.06714,143,910.6553,40.00122,143,880.1503,30.50494,False,False
75,1,1,1,1,39.92432,143,921.987,39.8584,143,891.4634,30.52362,False,False
76,1,1,1,1,40.06714,143,933.3195,40.00122,143,902.7772,30.5423,False,False
77,1,1,1,1,39.92432,143,944.6512,39.8584,143,914.0903,30.56097,False,False
78,1,1,1,1,40.06714,143,955.9838,40.00122,143,925.4041,30.57965,False,False
79,1,1,1,1,39.92432,143,967.3155,39.8584,143,936.7172,30.59833,False,False
80,1,1,1,1,40.06714,143,978.648,40.00122,143,948.031,30.617,False,False
