time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1.42,1,1,1,0,143,100,0,143,60,40,False,False
1,1.42,1,1,1,32.79968,143,110.3134,40.14267,143,71.34145,38.97192,False,False
2,1.42,1,1,1,29.91989,143,118.9426,39.99985,143,82.69476,36.24786,False,False
3,1.42,1,1,1,29.91989,143,127.4199,40.14404,143,94.04887,33.37104,False,False
4,1.42,1,1,1,29.91852,143,135.8969,39.99985,143,105.4022,30.49466,False,False
5,1.42,1,1,1.327342,29.91852,143,144.3738,38.19946,143,116.529,27.84476,False,False
6,1.42,1,1,1.427467,29.91852,143,152.8507,33.95187,143,126.8994,25.9513,False,False
7,1.42,1.055262,1,1.462513,29.91852,143,161.3276,30.06409,143,135.6886,25.63904,False,False
8,1.42,1.310134,1,1.478489,29.91852,143,169.8045,29.91852,143,144.1857,25.61882,False,False
9,1.42,1.413244,1,1.486799,29.91852,143,178.2814,30.06409,143,152.6836,25.59779,False,False
10,1,1.427834,1,1.491501,29.92083,143.067,186.7567,29.91852,143,161.1808,25.57599,False,False
11,1,1.427834,1,1.494327,29.92083,143.4939,195.2235,30.06409,143,169.6787,25.54485,False,False
12,1,1.427834,1,1.496102,29.92083,143.9207,203.6903,29.91852,143,178.1758,25.51451,False,False
13,1,1.427834,1,1.497259,29.91852,144.0045,212.1653,30.06409,143,186.6738,25.4915,False,False
14,1,1.427834,1,1.498034,29.91852,144.0045,220.6422,29.91852,143,195.1709,25.47128,False,False
15,1,1.427834,1,1.498566,29.91852,144.0045,229.1191,30.06409,143,203.6688,25.45026,False,False
16,1,1.427834,1,1.498939,29.92001,143.5396,237.5492,29.91852,143,212.166,25.38326,False,False
17,1,1.427834,1,1.499205,29.91852,141.9793,245.8691,30.06409,143,220.6639,25.20517,False,False
18,1,1.427834,1,1.499398,29.91852,141.9793,254.346,29.91852,143,229.161,25.18495,False,False
19,1,1.427834,1,1.499539,29.92126,141.9793,262.8235,30.06409,143,237.659,25.16457,False,False
20,1,1.427834,1.059714,1.499644,29.91861,143.2172,271.1748,29.91852,143,246.1433,25.03148,False,False
21,1,1.427834,1.308455,1.499723,29.92126,144.0201,279.5704,30.06409,143,254.63,24.94041,False,False
22,1,1.427834,1.23302,1.499783,29.92126,144.0201,288.0481,29.92126,143,263.1275,24.92065,False,False
23,1,1.427834,1.141068,1.499828,29.92126,144.0201,296.5258,30.06409,143,271.6258,24.90002,False,False
24,1,1.427834,1.03743,1.499864,29.92126,144.0201,305.0035,29.92126,143,280.1233,24.88019,False,False
25,1,1.427834,1.29413,1.499891,29.9175,142.3143,313.3069,29.77295,143,288.5796,24.72729,False,False
26,1,1.427834,1.29413,1.499912,29.92126,141.9799,321.7504,29.92126,143,297.069,24.68137,False,False
27,1,1.427834,1.215042,1.499929,29.92126,141.9799,330.2281,30.06409,143,305.5674,24.66074,False,False
28,1,1.427834,1.215042,1.499943,29.91805,142.7492,338.6272,29.92126,143,314.0471,24.58008,False,False
29,1,1.427834,1.392832,1.499953,29.92126,144.0201,346.975,30.06409,143,322.5147,24.4603,False,False
30,1,1.427834,1.344224,1.499962,29.92126,144.0201,355.4527,29.92126,143,331.0122,24.44046,False,False
31,1,1.427834,1.279026,1.499969,29.92126,144.0201,363.9304,30.06409,143,339.5105,24.41983,False,False
32,1,1.427834,1.196355,1.499974,29.92126,144.0201,372.4081,29.92126,143,348.0081,24.39999,False,False
33,1,1.427834,1.383911,1.499979,29.91805,142.7825,380.7593,29.77295,143,356.4756,24.28363,False,False
34,1,1.427834,1.461948,1.499982,29.92126,141.9799,389.1549,29.92126,143,364.9538,24.20117,False,False
35,1,1.427834,1.442676,1.499985,29.92126,141.9799,397.6326,30.06409,143,373.4521,24.18054,False,False
36,1,1.427834,1.414511,1.499988,29.92167,142.0562,406.1084,29.92126,143,381.9496,24.15878,False,False
37,1,1.427834,1.414511,1.49999,29.92167,142.4881,414.5752,30.06409,143,390.4479,24.12726,False,False
38,1,1.427834,1.414511,1.499991,29.92153,142.9199,423.042,29.92126,143,398.9455,24.09653,False,False
39,1,1.45285,1.414511,1.499993,29.92042,143.3294,431.5092,29.77295,143,407.4114,24.09778,False,False
40,1,1.45285,1.414511,1.574436,29.92042,143.7543,439.976,29.92126,143,415.8685,24.10748,False,False
41,1,1.45285,1.374352,1.499995,29.92126,144.0044,448.4473,30.06409,143,424.3426,24.10471,False,False
42,1,1.45285,1.319061,1.499996,29.92126,144.0044,456.925,29.92126,143,432.8401,24.08487,False,False
43,1,1.45285,1.246494,1.499996,29.92126,144.0044,465.4027,30.06409,143,441.3384,24.06424,False,False
44,1,1.45285,1.157011,1.499997,29.92126,144.0044,473.8804,29.92126,143,449.836,24.0444,False,False
45,1,1.45285,1.364127,1.499997,29.92001,142.5104,482.207,29.77295,143,458.2971,23.90991,False,False
46,1,1.45285,1.364127,1.499998,29.92126,141.9793,490.631,29.92126,143,466.7817,23.8493,False,False
47,1,1.45285,1.305338,1.499998,29.92126,141.9793,499.1087,30.06409,143,475.28,23.82867,False,False
48,1,1.45285,1.305338,1.499998,29.91861,142.5481,507.5283,29.92126,143,483.7646,23.76367,False,False
49,1,1.45285,1.432138,1.499999,29.91577,144.0202,515.8558,29.77295,143,492.2338,23.62204,False,False
50,1,1.45285,1.399348,1.499999,29.91577,144.0202,524.332,29.92126,143,500.6909,23.64108,False,False
51,1,1.45285,1.35321,1.499999,29.91577,144.0202,532.8081,29.77295,143,509.1472,23.66095,False,False
52,1,1.45285,1.290841,1.499999,29.91577,144.0202,541.2842,29.91577,143,517.6292,23.65509,False,False
53,1,1.45285,1.426218,1.499999,29.92344,142.9833,549.6563,30.05859,143,526.1259,23.5304,False,False
54,1,1.45285,1.476569,1.499999,29.91577,141.9795,558.0317,29.91577,143,534.6219,23.40985,False,False
55,1,1.45285,1.464429,1.499999,29.91577,141.9795,566.5079,30.05859,143,543.1187,23.38922,False,False
56,1,1.45285,1.446343,1.5,29.92344,142.0799,574.9739,29.91577,143,551.6146,23.35931,False,False
57,1,1.45285,1.483209,1.5,29.92399,143.7862,583.2789,30.05859,143,560.1114,23.16748,False,False
58,1,1.45285,1.474419,1.5,29.91577,144.0205,591.7315,29.91577,143,568.6074,23.12415,False,False
59,1,1.45285,1.461209,1.5,29.91577,144.0205,600.2076,30.05859,143,577.1041,23.10352,False,False
60,1,1.45285,1.441585,1.5,29.91577,144.0205,608.6838,29.91577,143,585.6001,23.08368,False,False
61,1,1.45285,1.441585,1.5,29.92344,143.4518,617.1028,30.05859,143,594.0969,23.00598,False,False
62,1,1.45285,1.481657,1.5,29.91577,141.9795,625.4313,29.91577,143,602.5928,22.83844,False,False
63,1,1.45285,1.472077,1.5,29.91577,141.9795,633.9074,30.05859,143,611.0896,22.81781,False,False
64,1,1.45285,1.45771,1.5,29.91577,141.9795,642.3835,29.91577,143,619.5856,22.79797,False,False
65,1,1.45285,1.45771,1.5,29.92167,142.3183,650.8524,30.05859,143,628.0823,22.77002,False,False
66,1,1.45285,1.45771,1.5,29.92167,142.7502,659.3192,29.91577,143,636.5783,22.74084,False,False
67,1,1.466772,1.45771,1.5,29.92042,143.1628,667.7863,30.05859,143,645.0751,22.71124,False,False
68,1,1.466772,1.45771,1.598687,29.92042,143.5877,676.2531,29.91577,143,653.571,22.68207,False,False
69,1,1.466772,1.45771,1.845534,29.91577,144.0044,684.7201,30.05859,143,662.0678,22.65228,False,False
70,1,1.466772,1.436434,1.75026,29.91577,144.0044,693.1962,29.91577,143,670.5638,22.63245,False,False
71,1,1.466772,1.405509,1.622459,29.91577,144.0044,701.6724,30.05859,143,679.0605,22.61182,False,False
72,1,1.466772,1.361762,1.5,29.91577,144.0044,710.1485,29.91577,143,687.5565,22.59198,False,False
73,1,1.466772,1.361762,1.768524,29.91408,143.1745,718.5407,29.77295,143,696.0327,22.50806,False,False
74,1,1.466772,1.453911,1.768524,29.91577,141.9797,726.8961,29.91577,143,704.5001,22.396,False,False
75,1,1.466772,1.430861,1.645656,29.91577,141.9797,735.3722,30.05859,143,712.9968,22.37537,False,False
76,1,1.466772,1.397523,1.5,29.91577,141.9797,743.8483,29.91577,143,721.4928,22.35553,False,False
77,1,1.466772,1.466754,1.5,29.92399,143.5855,752.1633,30.05859,143,729.9896,22.17377,False,False
78,1,1.466772,1.466754,1.785835,29.91577,144.0205,760.5958,29.91577,143,738.4855,22.11029,False,False
79,1,1.466772,1.449789,1.668187,29.91577,144.0205,769.072,30.05859,143,746.9823,22.08966,False,False
80,1,1.466772,1.42484,1.524979,29.91577,144.0205,777.5481,29.91577,143,755.4783,22.06982,False,False
81,1,1.466772,1.42484,1.802184,29.92399,143.6525,785.9873,30.05859,143,763.975,22.01227,False,False
82,1,1.466772,1.476107,1.802184,29.91577,141.9795,794.2956,29.91577,143,772.471,21.82458,False,False
