time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1.42,1,1,1,0,143,100,0,143,60,40,False,False
1,1.42,1,1,1,32.79968,143,110.3134,40.14267,143,71.34145,38.97192,False,False
2,1.42,1,1,1,29.91989,143,118.9426,39.99985,143,82.69476,36.24786,False,False
3,1.42,1,1,1,29.91989,143,127.4199,40.14404,143,94.04887,33.37104,False,False
4,1.42,1,1,1,29.91852,143,135.8969,39.99985,143,105.4022,30.49466,False,False
5,1.42,1,1,1.301786,29.91852,143,144.3738,38.19946,143,116.529,27.84476,False,False
6,1.42,1,1,1.400474,29.91852,143,152.8507,36.68702,143.1581,127.0118,25.83884,False,False
7,1.42,1.178459,1,1.400474,29.91852,143,161.3276,44.03191,144.9961,138.3173,23.01033,False,False
8,1.42,1.443713,1,1.400474,29.91852,143,169.8045,45.04054,146.3636,150.9691,18.83543,False,False
9,1.42,1.490037,1,1.400474,31.93451,143,178.3655,46.91003,147.1872,163.7605,14.60497,False,False
10,1,1.496806,1,1.400474,39.27887,143,188.4747,54.25536,147.6181,178.1059,10.36884,False,False
11,1,1.498979,1,1.400474,39.99847,143,199.8167,54.97573,147.7419,193.6904,6.126251,False,False
12,1,1.499673,1,1.400474,40.14404,143,211.1706,55.11841,147.75,209.2875,1.883133,False,False
13,1,1.4998,1,1.400474,39.99847,143,222.5237,54.97559,147.75,224.8837,2.360001,False,False
14,1,1.4998,1,1.400474,40.14404,143,233.8777,55.11841,147.75,240.4808,6.603119,False,False
15,1,1.4998,1,1.400474,42.30286,143,245.3331,57.27781,146.3839,256.0898,10.75664,False,False
16,1.231059,1.4998,1,1.400474,49.64722,143,258.3798,60.01314,144.8312,272.8716,14.49173,False,False
17,1.400249,1.4998,1,1.400474,48.64197,143,272.8114,59.87331,143.9141,289.8296,17.01819,False,False
18,1,1.168188,1,1.400474,41.29761,143,285.5318,56.26889,143.415,306.5358,21.00403,False,False
19,1,1.380797,1,1.400474,40.00122,143,296.8768,54.97354,143.165,322.122,25.24521,False,False
20,1,1.302184,1,1.400474,39.85291,143,308.1891,54.83333,143.0481,337.6772,29.4881,False,False
21,1,1.189975,1,1.400474,40.00122,143,319.5021,54.97562,143.0074,353.2337,33.7316,False,False
22,1,1.049834,1,1.400474,39.85291,143,330.8144,54.83276,143.0001,368.7895,37.97513,False,False
23,1,1,1,1,40.00122,143,342.1275,51.66321,143,383.9141,41.78665,False,False
24,1,1,1,1,39.85291,143,353.4397,44.31885,143,397.4913,44.05157,False,False
25,1,1,1,1,40.00122,143,364.7528,39.85291,143,409.1636,44.41077,False,False
26,1,1,1,1,39.85291,143,376.0651,40.00122,143,420.4767,44.41159,False,False
27,1,1,1,1,40.00122,143,387.3781,39.85291,143,431.7889,44.41077,False,False
28,1,1,1,1,39.85291,143,398.6904,40.00122,143,443.102,44.41159,False,False
29,1,1,1,1,40.00122,143,410.0035,39.85291,143,454.4142,44.41077,False,False
30,1,1,1,1,39.85291,143,421.3157,40.00122,143,465.7273,44.41159,False,False
31,1,1,1,1,40.00122,143,432.6288,39.85291,143,477.0396,44.41077,False,False
32,1,1,1,1,39.85291,143,443.9411,40.00122,143,488.3527,44.41159,False,False
33,1,1,1,1,40.00122,143,455.2542,39.85291,143,499.6649,44.41077,False,False
34,1,1,1,1,39.85291,143,466.5664,40.00122,143,510.978,44.41159,False,False
35,1,1,1,1,40.00122,143,477.8795,39.8584,143,522.291,44.41147,False,False
36,1,1,1,1,39.85291,143,489.1917,40.00122,143,533.6048,44.41306,False,False
37,1,1,1,1,40.00122,143,500.5048,39.8584,143,544.9178,44.41302,False,False
