time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1.42,1,1,1,0,143,100,0,143,60,40,False,False
1,1.42,1,1,1,32.79968,143,110.3134,40.14267,143,71.34145,38.97192,False,False
2,1.42,1,1,1,29.91989,143,118.9426,39.99985,143,82.69476,36.24786,False,False
3,1.42,1,1,1,29.91989,143,127.4199,40.14404,143,94.04887,33.37104,False,False
4,1.42,1,1,1,29.91852,143,135.8969,39.99985,143,105.4022,30.49466,False,False
5,1.42,1,1,1.301786,29.91852,143,144.3738,38.19946,143,116.529,27.84476,False,False
6,1.42,1,1,1.400474,29.91852,143,152.8507,36.68702,143.1581,127.0118,25.83884,False,False
7,1.42,1.178459,1,1.400474,29.91852,143,161.3276,44.03191,144.9961,138.3173,23.01033,False,False
8,1.42,1.443713,1,1.400474,29.91852,143,169.8045,45.04054,146.3636,150.9691,18.83543,False,False
9,1.42,1.490037,1,1.400474,31.93451,143,178.3655,46.91003,147.1872,163.7605,14.60497,False,False
10,1,1.496806,1,1.400474,39.27887,143,188.4747,54.25536,147.6181,178.1059,10.36884,False,False
11,1,1.498979,1,1.400474,39.99847,143,199.8167,54.97573,147.7419,193.6904,6.126251,False,False
12,1,1.499673,1,1.400474,40.14404,143,211.1706,55.11841,147.75,209.2875,1.883133,False,False
13,1,1.4998,1,1.400474,39.99847,143,222.5237,54.97559,147.75,224.8837,2.360001,False,False
14,1,1.4998,1,1.400474,40.14404,143,233.8777,55.11841,147.75,240.4808,6.603119,False,False
15,1,1.4998,1,1.400474,39.99847,143,245.2243,54.97457,146.3953,255.988,10.7637,False,False
16,1.231059,1.4998,1,1.400474,40.00122,143,256.5573,55.12016,144.9185,271.5141,14.95685,False,False
17,1.400249,1.4998,1,1.400474,40.00122,143,267.8909,54.9753,143.9742,287.0812,19.19031,False,False
18,1,1.210949,1,1.400474,39.85291,143,279.2233,54.82875,143.4241,302.6508,23.42743,False,False
19,1,1.400249,1,1.400474,44.0332,143,290.8725,59.00594,143.1411,318.5405,27.668,False,False
20,1,1.341576,1,1.400474,43.02246,143,303.7128,57.99714,143.0275,335.4315,31.71863,False,False
21,1,1.25768,1,1.400474,40.00122,143,315.2036,54.97559,143.002,351.1655,35.96194,False,False
22,1,1.147941,1,1,39.85291,143,326.5158,54.97559,143,366.4991,39.98325,False,False
23,1,1.019989,1,1,40.00122,143,337.8289,47.63123,143,381.0146,43.1857,False,False
24,1,1,1,1,39.85291,143,349.1411,40.28687,143,393.4493,44.30814,False,False
25,1,1,1,1,40.00122,143,360.4542,39.85291,143,404.7631,44.3089,False,False
26,1,1,1,1,39.85291,143,371.7665,40.00122,143,416.0762,44.30972,False,False
27,1,1,1,1,40.00122,143,383.0796,39.85291,143,427.3885,44.3089,False,False
28,1,1,1,1,39.85291,143,394.3918,40.00122,143,438.7015,44.30972,False,False
29,1,1,1,1,40.00122,143,405.7049,39.85291,143,450.0138,44.3089,False,False
30,1,1,1,1,39.85291,143,417.0172,40.00122,143,461.3269,44.30972,False,False
31,1,1,1,1,40.00122,143,428.3302,39.85291,143,472.6391,44.3089,False,False
32,1,1,1,1,39.85291,143,439.6425,40.00122,143,483.9522,44.30972,False,False
33,1,1,1,1,40.00122,143,450.9556,39.85291,143,495.2645,44.3089,False,False
34,1,1,1,1,39.85291,143,462.2678,40.00122,143,506.5775,44.30972,False,False
