time,YellowCarCo,YellowCarCm,GreenCarCo,GreenCarCm,YellowCarSpeed,YellowCarPositionX,YellowCarPositionZ,GreenCarSpeed,GreenCarPositionX,GreenCarPositionZ,distance,CoButton,CmButton
0,1,1.41,1,1,0,143,60,0,143,100,40,False,False
1,1,1.41,1,1,40.14267,143,71.36221,40.14404,143,111.3415,39.9793,False,False
2,1,1.41,1,1,40.28687,143,82.75699,39.99985,143,122.6948,39.93783,False,False
3,1,1.41,1,1,40.14404,143,94.15097,40.14404,143,134.0488,39.89786,False,False
4,1,1.41,1,1,40.28687,143,105.5457,39.99847,143,145.4019,39.8562,False,False
5,1,1.41,1,1,40.14404,143,116.9397,40.14404,143,156.7559,39.81615,False,False
6,1,1.41,1,1,40.28687,143,128.3345,39.99847,143,168.109,39.77449,False,False
7,1,1.41,1,1,40.14404,143,139.7285,40.14404,143,179.4629,39.73444,False,False
8,1,1.41,1,1,40.28687,143,151.1233,39.99847,143,190.816,39.69278,False,False
9,1,1.41,1,1,40.14404,143,162.5172,40.14404,143,202.17,39.65273,False,False
10,1,1,1,1,39.99847,143,173.904,39.99847,143,213.5231,39.61908,False,False
11,1,1,1,1,40.14404,143,185.2579,40.14404,143,224.877,39.61908,False,False
12,1,1,1,1,39.99847,143,196.6111,39.99847,143,236.2301,39.61908,False,False
13,1,1,1,1,40.14404,143,207.965,40.14404,143,247.5841,39.61908,False,False
14,1,1,1,1,39.99847,143,219.3181,40.00122,143,258.9276,39.60948,False,False
15,1,1,1,1,40.14404,143,230.672,39.85291,143,270.2398,39.56781,False,False
16,1,1,1,1,39.99847,143,242.0251,40.00122,143,281.5529,39.52777,False,False
17,1,1,1,1,40.14404,143,253.3791,39.85291,143,292.8652,39.4861,False,False
18,1,1,1,1,40.00122,143,264.7018,40.00122,143,304.1783,39.4765,False,False
19,1,1,1,1,39.85291,143,276.014,39.85291,143,315.4905,39.4765,False,False
20,1,1,1,1,40.00122,143,287.3271,40.00122,143,326.8036,39.4765,False,False
21,1,1,1,1,39.85291,143,298.6393,39.85291,143,338.1158,39.4765,False,False
22,1,1,1,1,40.00122,143,309.9524,40.00122,143,349.4289,39.4765,False,False
23,1,1,1,1,39.85291,143,321.2647,39.85291,143,360.7412,39.4765,False,False
